,Re,Im
1400000000.0,87.28596982366548,114.67742084384365
1416666666.6666667,143.5714826355045,121.75656909353121
1433333333.3333333,227.27536671633808,81.08292467621125
1450000000.0,259.2683944338381,-42.09645987993912
1466666666.6666667,183.56375666904802,-130.6552557438876
1483333333.3333333,107.53273185825394,-139.15313649422725
1500000000.0,64.28022933440734,-122.90269253233322
1516666666.6666667,41.01334538808705,-105.34249855126143
1533333333.3333333,27.810918200261046,-90.84970851387037
1550000000.0,19.80888870696742,-79.43081776597815
